"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 14 12:41:29 GMT 2025","Tue Jan 14 12:41:32 GMT 2025","3225","Funcionalidade: Home","","","","","01 Cenário: Visualiza lista de produtos após login",""
"passed","Tue Jan 14 12:42:07 GMT 2025","Tue Jan 14 12:42:07 GMT 2025","737","Funcionalidade: Autenticação","","","","","04 Cenário: Login com username vazio",""
"passed","Tue Jan 14 12:42:10 GMT 2025","Tue Jan 14 12:42:11 GMT 2025","953","Funcionalidade: Autenticação","","","","","07 Cenário: Login com usuario bloqueado",""
"passed","Tue Jan 14 12:42:08 GMT 2025","Tue Jan 14 12:42:08 GMT 2025","699","Funcionalidade: Autenticação","","","","","05 Cenário: Login com password vazio",""
"passed","Tue Jan 14 12:41:50 GMT 2025","Tue Jan 14 12:41:52 GMT 2025","1961","Funcionalidade: Home","","","","","10 Cenário: Realiza a compra e volta para a Home",""
"passed","Tue Jan 14 12:41:33 GMT 2025","Tue Jan 14 12:41:34 GMT 2025","1148","Funcionalidade: Home","","","","","02 Cenário: Adicionar Produto ao Carrinho",""
"passed","Tue Jan 14 12:41:47 GMT 2025","Tue Jan 14 12:41:49 GMT 2025","1861","Funcionalidade: Home","","","","","09 Cenário: Fluxo de cancelamento de compra",""
"passed","Tue Jan 14 12:41:38 GMT 2025","Tue Jan 14 12:41:40 GMT 2025","1182","Funcionalidade: Home","","","","","05 Cenário: Adicionar Produto ao Carrinho e Continuar Comprando",""
"passed","Tue Jan 14 12:41:35 GMT 2025","Tue Jan 14 12:41:36 GMT 2025","1181","Funcionalidade: Home","","","","","03 Cenário: Remover Produto do Carrinho",""
"passed","Tue Jan 14 12:42:02 GMT 2025","Tue Jan 14 12:42:03 GMT 2025","1499","Funcionalidade: Autenticação","","","","","01 Cenário: Login com sucesso",""
"passed","Tue Jan 14 12:42:11 GMT 2025","Tue Jan 14 12:42:13 GMT 2025","1421","Funcionalidade: Autenticação","","","","","08 Cenário: Logout do Usuário",""
"passed","Tue Jan 14 12:42:05 GMT 2025","Tue Jan 14 12:42:06 GMT 2025","928","Funcionalidade: Autenticação","","","","","03 Cenário: Login com password inválido",""
"passed","Tue Jan 14 12:41:36 GMT 2025","Tue Jan 14 12:41:38 GMT 2025","1865","Funcionalidade: Home","","","","","04 Cenário: Fluxo de Finalização de Compra",""
"passed","Tue Jan 14 12:41:53 GMT 2025","Tue Jan 14 12:41:55 GMT 2025","1972","Funcionalidade: Home","","","","","11 Cenário: Realizar compra um dispositio mobile",""
"passed","Tue Jan 14 12:41:40 GMT 2025","Tue Jan 14 12:41:42 GMT 2025","1719","Funcionalidade: Home","","","","","06 Cenário: Fluxo de compra com nom de usuario em branco",""
"passed","Tue Jan 14 12:42:04 GMT 2025","Tue Jan 14 12:42:05 GMT 2025","1001","Funcionalidade: Autenticação","","","","","02 Cenário: Login com username inválido",""
"passed","Tue Jan 14 12:42:09 GMT 2025","Tue Jan 14 12:42:09 GMT 2025","574","Funcionalidade: Autenticação","","","","","06 Cenário: Login com formulário vazio",""
"passed","Tue Jan 14 12:41:45 GMT 2025","Tue Jan 14 12:41:47 GMT 2025","1713","Funcionalidade: Home","","","","","08 Cenário: Fluxo de compra com CEP em branco",""
"passed","Tue Jan 14 12:41:56 GMT 2025","Tue Jan 14 12:41:57 GMT 2025","1942","Funcionalidade: Home","","","","","12 Cenário: Realizar compra com dispositivos do tipo tablet",""
"passed","Tue Jan 14 12:41:43 GMT 2025","Tue Jan 14 12:41:44 GMT 2025","1680","Funcionalidade: Home","","","","","07 Cenário: Fluxo de compra com ultimo nome em branco",""
